Graph_Num,ID,Title,Author,Date_Published,Time_Published,Date_Edited,Time_Edited,Summary_Text,Article_Text,Is_Tweet
7,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","It means the government in the capital Nuuk can now take on some 32 new areas of responsibility including: its police force, the law courts, and the coast guard, but not its own foreign and defence policies. They will still be managed over 3,500 km away from Copenhagen.",FALSE
8,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ",Greenland can still rely on the annual subsidiary it receives from Denmark. At $US 588 million it accounts for some two-thirds of the island’s economy. It’s something they’d lose if all ties with Denmark were severed.,FALSE
9,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","“Independence is Independence,” said Mikaela Engell, the Senior Counselor for Greenland in the Danish Ministry of Foreign Affairs. “Independence is setting up a country of your own, with an economy of your own. Greenland is sort of in a middle stage right now – but full statehood means full independence, which means no grants.”",FALSE
10,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","Could Greenland, however, cope without that support?",FALSE
11,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ",Extended self-rule also means a revision of rules under which oil revenues are split with Denmark in Greenland’s favour.,FALSE
12,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","“It’s not a question anymore, even if they are going to find oil in Greenlandic area, and they will, it’s only a question of time now,” said Per Berthelsen, the Greenlandic Minister for Finance and Foreign Affairs.",FALSE
13,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","Up to 100 billion barrels are thought to lurk beneath the icy waters, which is almost half the size of Saudi Arabia’s entire reserves. So is oil what the referendum was really all about?I think they were voting for the hope they were going to earn a lot of money on their oil,“ said Mr Soren Espersen, MP from the Danish People’s Party. ”But I don’t believe that such a small country, and so badly educated as Greenland, compared to the rest of the Nordic countries, will be able to maintain like a foreign service. So I think it will be such an easy grab for the Americans.""",FALSE
14,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","There’s no denying the scale of social problems that plague Greenland’s tiny population: alcohol abuse, domestic violence and a staggeringly high suicide rate. Even the centre for sexually abused children in the capital Nuuk says it can’t cope with demand for spaces.",FALSE
15,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","So will greater autonomy be a hindrance or a help? This question, however, is not something that dominates neighbourly conversation. People here say they’re more concerned about Greenland’s increasingly warm waters and thinning ice.",FALSE
16,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ",Greenlander Niels Davidsen comes from a long line of hunters.,FALSE
17,4,        Greenlanders ready to break free?     ,"NA","16 Jan, 2009 ",07:50,"16 Jan, 2009 ",10:50,"

        Greenland has been ruled by Denmark for more than two centuries but now the people there want to be their own masters.

    ","“We can’t just become totally independent from Denmark, and we don’t want that anyway. We just want more self-control,” he said.",FALSE
1,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","As international pressure intensifies against the attacks on Gaza, the UN chief has also called upon Israel to stop and declare a unilateral ceasefire.",FALSE
2,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",He met with the Israeli defence and foreign ministers. The UN chief says the death toll in Gaza has reached an unbearable point but is confident a ceasefire is near.,FALSE
3,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","“We don't have any more time to lose, we must end the civilians' suffering now,” Ban Ki-moon said.",FALSE
4,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Meanwhile, an emergency summit of Arab leaders is taking place in the capital of Qatar, Doha.",FALSE
5,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ", ,FALSE
6,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Leaders of Syria, Algeria, Sudan and Lebanon are taking part, as well as Iran’s President Mahmoud Ahmadinejad and Senegal’s leader Abdoulaye Wade. Indonesia and Turkey have also sent their representatives to Doha.",FALSE
7,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Hamas leader Khaled Mashaal is reported to be present at the meeting, while President of the Palestinian Autonomy Mahmoud Abbas has not come.",FALSE
8,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",Hamas say that they are ready to conclude an armistice with Israel for a year if its operation in Gaza is stopped and the Israeli army leaves the area within a week. Hamas representatives also insist on the immediate opening of all crossing points.,FALSE
9,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Meanwhile, Israel's Foreign Minister Tsipi Livni and U.S. Secretary of State Condoleezza Rice have signed an agreement aimed at preventing arms smuggling into Gaza.",FALSE
10,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","The three-week Israeli military operation in Gaza has already claimed lives of more than 1,100 Palestinians, including 300 children and a hundred women.",FALSE
11,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","The damage to the Palestinian economy is estimated at $US 1.4 billion, according to the report by the Palestinian National Autonomy’s statistics bureau.",FALSE
12,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","The document also says that 20,000 houses have been damaged and 26,000 people have been left homeless.",FALSE
13,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Meanwhile, the third stage of Israel's ground offensive in Gaza in full swing",FALSE
14,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",The Red Crescent medical compound and a foreign media building were hit in strikes on Thursday. One Red Crescent employee was killed and two cameramen were injured. Meanwhile Israeli tanks and armoured bulldozers are fanning out across Gaza.,FALSE
15,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",Gaza city was aflame on Thursday but many of the media organisations that usually report from there were unable to report upon it. Among the buildings shelled by the Israeli army was the Al Shurouq Tower in Gaza’s city centre.,FALSE
16,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",Inside there were the offices of local and international media – among them RT’s sister organisation Rusiya Al-Yaum. The building was immediately evacuated. Two cameramen from Dubai were wounded.,FALSE
17,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","“Nearly fifty or sixty journalists went downstairs immediately after we received news from the Red Cross about the possibility that the tower might be bombed,” said Saed Suerki, the correspondent from Rusiya Al-Yaum. “But the problem we are facing here is that the first floor which contains the electric generator was set on fire. So it can no longer generate electricity to the tower.”Not far from the media house another building was also in flames. Israeli shells struck the UN headquarters in what Israel claims was in response to Palestinian militant fire from inside.",FALSE
18,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Alongside the Hamas fighters were hundreds of refugees, three of whom were injured.",FALSE
19,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",The UN supports and feeds about a million people inside Gaza. Its staff says the situation is out of control. Israel issued a formal apology – but not before tons of food and humanitarian supplies had been destroyed in the fire. A Red Crescent building also went up in flames.,FALSE
20,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",The Israeli officials say that the reason for bombing the building is the tunnels that lie beneath.,FALSE
21,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","“The main problem is that we found tunnels, a lot of underground tunnels moving from these places used by the terrorists of Hamas in order to shoot our soldiers and our citizens in the South,” said the Israel’s Deputy Foreign Minister Majalli Whbee. “And this is the main problem. And as I told you, we try to do our best not to injure any civilians or any innocent people.”",FALSE
22,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Two of Hamas most senior officials were also killed Thursday – one of them was the organisation’s Interior Minister. Across the border in Israel, nearly thirty rockets slammed into the south, wounding five people.",FALSE
23,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",Many in Israel feel that the army is using these last few hours or days before a ceasefire is agreed upon to destroy as much of Hamas’s infrastructure as possible.,FALSE
24,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","Some 3,000 people took to the streets of the city of Sidon in Southern Lebanon, among them Palestinian refugees, to protest against Israel’s military operation in Gaza.",FALSE
25,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","In Indian-administered Kashmir, police had to use tear gas to disperse groups of protesters.",FALSE
26,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","And in the Indonesian capital, Jakarta, hundreds chanted anti-Israeli slogans.",FALSE
27,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ",Protesters in Tehran accused the heads of Arab states of ignoring the Israeli onslaught in Gaza.,FALSE
28,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ","The Iranian President, Mahmoud Ahmadinejad, demanded the Israeli government be tried for war crimes.",FALSE
29,5,        Violence escalates in Gaza as ceasefire looms    ,"NA","16 Jan, 2009 ",15:51,"16 Jan, 2009 ",18:51,"

        Israel continues its onslaught on Gaza having bombed forty targets overnight while UN Secretary General Ban Ki-moon tours the region pleading for peace.

    ", ,FALSE
1,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","The announcement was made by the speaker of the Ukrainian parliament (Verkhovna Rada), Vladimir Litvin.",FALSE
2,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","On December 9 a decision was announced that the three factions would form a coalition. On Tuesday the authorized representatives of all three factions signed the agreement.",FALSE
3,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","However, the Party of Regions has strongly criticized the coalition and believes it is just a tool for Prime Minister Yulia Timoshenko.",FALSE
4,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","“The new coalition is based on falsehood, lies and treachery and has only one goal – that is to preserve in office the Prime Minister Yulia Timoshenko,” the party said. “This government does not have a serious crisis management program, yet makes ideological appeals formulated by supporters of NATO and forcible Ukrainization.”",FALSE
5,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","Ukrainian president Viktor Yushchenko also reiterated his opposition to the “coalition of three”.",FALSE
6,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","“The president has categorically opposed the 'coalition of the three'. He spoke for an ad hoc majority in the parliament,” said a Minister of Parliament.",FALSE
7,7,        Orange coalition reforms in Ukraine    ,"NA","16 Dec, 2008 ",22:53,"17 Dec, 2008 ",01:53,"

        A new coalition between the parliamentary factions of the Yulia Timoshenko bloc, Our Ukraine party and the Litvin bloc was signed in Kiev on Tuesday. The signing has drawn criticism from the largest party, the Party of Regions.

    ","Ukraine sees new coalitionElection can wait, Yushchenko tells bankrupt UkraineThe show must go on! Rada rejects election funding billUkraine's President dissolves parliament",FALSE
1,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Both Ukrainian President Viktor Yushchenko and Prime Minister Yulia Timoshenko have appealed to Russia not to cut gas supplies to the country and to continue talks. They've also named the price their country is prepared to pay for the gas: US$201 per 1000 cubic metres, which is almost US$50 below the price negotiated with the Russian side.",FALSE
2,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",Ukraine has also offered guarantees of undisrupted transit of gas to Europe and proposed inviting European partners to the negotiating table.,FALSE
3,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Earlier Ukraine was threatening to confiscate Russian gas passing through the country, refusing to guarantee supplies to Europe as Russia promises to stop gas supplies to Ukraine due to debts. Gazprom called Ukraine’s reaction ‘blackmail’.",FALSE
4,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",Late on Wednesday Miller stated that talks with Ukraine had failed. He also said that some politicians in Kiev are seeking confrontation with Russia over gas.,FALSE
5,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Earlier Russia offered Ukraine a preferential price for gas supplies, but Kiev turned it down, that's according to Russia's Prime Minister Vladimir Putin who had briefed President Dmitry Medvedev on talks to find a solution.",FALSE
6,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Meanwhile, Gazprom says Ukraine is threatening to confiscate Russian gas passing through the country and is refusing to guarantee supplies to Europe – a move the Russian energy giant calls blackmail.",FALSE
7,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","The contract for Russian gas supplies to Ukraine expires on December 31, 2008 but under the agreement, supplies can be cut starting 10 am January 1, 2009.",FALSE
8,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","The Russian gas giant says it has notified the Czech Government, set to become the new President of the EU on Thursday, about what it calls Ukraine’s blackmail.",FALSE
9,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","“Such a position of Ukraine is nothing but blackmail. Russia, Gazprom and Eastern Europe are being threatened. I have already spoken to some of the European colleagues, including the Czech Republic’s ambassador, and informed them that we are dealing with a blatant case of blackmail,” Deputy Chairman of Gazprom’s Management Committee, Aleksandr Medvedev told journalists. “There is no rational explanation to this. It reminds me of an old Russian joke, that says: ”dear neighbours – give me some water, please, though I’m so hungry, that I have no place to sleep.""",FALSE
